tasks,offlines,repeat,tag,date,tabus,chances,resets,distance,cmax,time,cmax_min
20,20,12,Move Tabulist,2006-11-26 23:56:39,110,100,1,5,1592,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:40,110,110,1,5,1592,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:40,110,120,1,5,1592,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:40,120,80,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:40,120,90,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:40,120,100,1,5,1580,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:40,120,110,1,5,1580,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:40,120,120,1,5,1580,0.04,1576
20,20,12,Move Tabulist,2006-11-27 00:52:46,70,70,1,1,1756,0.00,1576
20,20,12,Move Tabulist,2006-11-27 00:52:46,70,130,1,1,1698,0.00,1576
20,20,12,Move Tabulist,2006-11-27 00:52:46,130,70,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-27 00:52:46,130,130,1,1,1652,0.00,1576
20,20,12,Move Tabulist,2006-11-27 00:52:47,70,70,1,3,1591,0.00,1576
20,20,12,Move Tabulist,2006-11-27 00:52:47,70,130,1,3,1577,0.00,1576
20,20,12,Move Tabulist,2006-11-27 00:52:47,130,70,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-27 00:52:47,130,130,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-27 00:52:47,70,70,1,5,1592,0.01,1576
20,20,12,Move Tabulist,2006-11-27 00:52:47,70,130,1,5,1580,0.02,1576
20,20,12,Move Tabulist,2006-11-27 00:52:47,130,70,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-27 00:52:47,130,130,1,5,1580,0.04,1576
20,20,13,Move Tabulist,2006-11-26 23:56:40,80,80,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,80,90,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,80,100,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,80,110,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,80,120,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,90,80,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,90,90,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,90,100,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,90,110,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,90,120,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:41,100,80,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:42,100,90,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:42,100,100,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:42,100,110,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:42,100,120,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:42,110,80,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:42,110,90,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:42,110,100,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:42,110,110,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:42,110,120,1,1,1921,0.00,1832
